Region,Region Name,Building Code,Region,Building Name,Building Address 1,Building Address 2,City,State,Zip,County,Municipality,Country,Latitude,Longitude,Ownership,Building Status,Building Class,Primary Use,Employees,,Seating Capacity,Estimated GSF,
R32,TERRITORY 32 Georgia - Alabama,U729,32,Fayetteville - South,100 Beckett Ln,,Fayetteville,GA,30214-7154,Fayette County,City of Fayetteville,United States of America,33.481083,-84.450178,Leased,Active,Retail,Bank Branch,7,each,0,4128,square-feet
R32,TERRITORY 32 Georgia - Alabama,U730,32,Flynn Crossing,5320 Flynn Crossing Dr,,Alpharetta,GA,30005-1793,Fulton County,Forsyth forsyth Alpharetta,United States of America,34.091016,-84.205149,Leased,Active,Retail,Bank Branch,6,each,0,4128,square-feet
R32,TERRITORY 32 Georgia - Alabama,K709,32,Foley - N McKenzie Street,1101 N McKenzie St,,Foley,AL,36535-3550,Baldwin County,City of Foley,United States of America,30.41849,-87.683772,Owned,Active,Retail,Bank Branch,7,each,0,4330,square-feet
R32,TERRITORY 32 Georgia - Alabama,UFPC,32,Forum at Peachtree Corners,5130 Peachtree Pkwy,,Peachtree Corners,GA,30092,Gwinnett County,City peachtree Peachtree Corners,United States of America,33.9818,-84.2146,Leased,Active,Retail,Bank Branch with Drive In,5,each,0,2520,square-feet
R32,TERRITORY 32 Georgia - Alabama,U756,32,Gateway North,3151 Lawrenceville Suwanee Rd,,Suwanee,GA,30024-2408,Gwinnett County,City of Suwanee,United States of America,34.033914,-84.051282,Leased,Active,Retail,Bank Branch,7,each,0,4128,square-feet
R32,TERRITORY 32 Georgia - Alabama,K755,32,Government Street,1402 Government St,,Mobile,AL,36604-2004,Mobile County,City of Mobile,United States of America,30.681748,-88.070001,Owned,Active,Retail,Bank Branch,5,each,0,4123,square-feet
R32,TERRITORY 32 Georgia - Alabama,U703,32,Governor's Town Club,4408 Cobb Pkwy NW,,Acworth,GA,30101-0000,Cobb County,Cobb cobb Acworth,United States of America,34.064319,-84.7242,Leased,Active,Retail,Bank Branch,5,each,0,3224,square-feet
R32,TERRITORY 32 Georgia - Alabama,UGBM,32,Greenbriar Mall,2841 Greenbriar Pkwy,Building F - Suite 110,Atlanta,GA,30331-2620,Fulton County,City of Atlanta,United States of America,33.6866,-84.498,Leased,Active,Retail,Bank Branch,0,each,0,2400,square-feet
R32,TERRITORY 32 Georgia - Alabama,K710,32,Gulf Shores - Fort Morgan,250 W Fort Morgan Rd,,Gulf Shores,AL,36542-4060,Baldwin County,City of Gulf Shores,United States of America,30.264495,-87.690866,Owned,Active,Retail,Bank Branch,9,each,0,8200,square-feet
R32,TERRITORY 32 Georgia - Alabama,U748,32,Hamilton Mill,3350 Braselton Hwy,,Dacula,GA,30019-1032,Gwinnett County,Gwinnett gwinnett Dacula,United States of America,34.07305,-83.918853,Leased,Active,Retail,Bank Branch,7,each,0,3224,square-feet
R32,TERRITORY 32 Georgia - Alabama,K790,32,Hartselle - Hwy 31,589 Highway 31 NW,,Hartselle,AL,35640-4406,Morgan County,City of Hartselle,United States of America,34.446084,-86.944366,Owned,Active,Retail,Bank Branch,6,each,0,4021,square-feet
R32,TERRITORY 32 Georgia - Alabama,U715,32,Highlands Park,4500 S Cobb Dr,,Smyrna,GA,30080-6954,Cobb County,City of Smyrna,United States of America,33.843739,-84.500696,Leased,Active,Retail,Bank Branch,5,each,0,4120,square-feet
R32,TERRITORY 32 Georgia - Alabama,K756,32,Hillcrest Road - Mobile,720 Hillcrest Rd,,Mobile,AL,36695-3904,Mobile County,City of Mobile,United States of America,30.675578,-88.190726,Owned,Active,Retail,Bank Branch,6,each,0,10918,square-feet
R32,TERRITORY 32 Georgia - Alabama,U761,32,Hiram,1430 Pace Rd,,Hiram,GA,30141-2172,Paulding County,Paulding paulding Hiram,United States of America,33.893951,-84.760131,Owned,Active,Retail,Bank Branch,6,each,0,5051,square-feet
R32,TERRITORY 32 Georgia - Alabama,K722,32,Hoover Commons,1611 Montgomery Hwy,,Hoover,AL,35216-4901,Jefferson County,City of Hoover,United States of America,33.398255,-86.805616,Leased,Active,Retail,Bank Branch,5,each,0,1800,square-feet
R32,TERRITORY 32 Georgia - Alabama,K727,32,Hoover Crossing,2720 John Hawkins Pkwy,,Hoover,AL,35244-4001,Jefferson County,City of Hoover,United States of America,33.361362,-86.8267,Owned,Active,Retail,Bank Branch,4,each,0,4612,square-feet
R32,TERRITORY 32 Georgia - Alabama,K748,32,Hughes Road,25 Hughes Rd,,Madison,AL,35758-2238,Madison County,City of Madison,United States of America,34.687458,-86.734444,Owned,Active,Retail,Bank Branch,5,each,0,4512,square-feet
R32,TERRITORY 32 Georgia - Alabama,U750,32,Huntcrest,1034 Old Peachtree Rd NW,,Lawrenceville,GA,30043-3308,Gwinnett County,Gwinnett gwinnett Lawrenceville,United States of America,33.999865,-84.069282,Leased,Active,Retail,Bank Branch,5,each,0,4120,square-feet
R32,TERRITORY 32 Georgia - Alabama,K729,32,Irondale,1801 Crestwood Blvd,,Irondale,AL,35210-2031,Jefferson County,City of Irondale,United States of America,33.531976,-86.705052,Leased,Active,Retail,Bank Branch,4,each,0,2921,square-feet
R32,TERRITORY 32 Georgia - Alabama,UJSC,32,Johns Creek,6950 McGinnis Ferry Rd,,Suwanee,GA,30024-1258,Gwinnett County,City of Suwanee,United States of America,34.0686,-84.1693,Groundlease,Active,Retail,Bank Branch with Drive In,5,each,0,3550,square-feet
R32,TERRITORY 32 Georgia - Alabama,U701,32,Jonesboro,7906 Tara Blvd,,Jonesboro,GA,30236-2206,Clayton County,Clayton clayton Jonesboro,United States of America,33.538859,-84.365058,Leased,Active,Retail,Bank Branch,6,each,0,2782,square-feet
R32,TERRITORY 32 Georgia - Alabama,U763,32,Lafayette Parkway,1417 LaFayette Pkwy,,Lagrange,GA,30241-2582,Troup County,Troup troup Lagrange,United States of America,33.041559,-84.986302,Owned,Active,Retail,Bank Branch,4,each,0,2500,square-feet
R32,TERRITORY 32 Georgia - Alabama,U765,32,LaGrange - N. Greenwood,101 N Greenwood St,,Lagrange,GA,30240-2632,Troup County,Troup troup Lagrange,United States of America,33.038762,-85.035069,Owned,Active,Retail,Bank Branch,12,each,0,18922,square-feet
R32,TERRITORY 32 Georgia - Alabama,K699,32,Lake Forest,28770 US Highway 98,,Daphne,AL,36526-7260,Baldwin County,City of Daphne,United States of America,30.579645,-87.898496,Owned,Active,Retail,Bank Branch,2,each,0,3128,square-feet
R32,TERRITORY 32 Georgia - Alabama,U751,32,Lawrenceville - Gwinnett,291 Gwinnett Dr,,Lawrenceville,GA,30046-5627,Gwinnett County,City of Lawrenceville,United States of America,33.944426,-83.994111,Owned,Active,Retail,Bank Branch,11,each,0,7330,square-feet
R32,TERRITORY 32 Georgia - Alabama,U162,32,Lawrenceville Hwy - Lilburn,4014 Lawrenceville Hwy NW,,Lilburn,GA,30047-2820,Gwinnett County,City of Lilburn,United States of America,33.904187,-84.113436,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,U752,32,Lilburn,494 Indian Trail Rd,,Lilburn,GA,30048-3718,Gwinnett County,City of Lilburn,United States of America,33.897086,-84.140025,Owned,Active,Retail,Bank Branch,5,each,0,3303,square-feet
R32,TERRITORY 32 Georgia - Alabama,K741,32,Lily Flagg,107 Lily Flagg Road SE,,Huntsville,AL,35802-3041,Madison County,City of Huntsville,United States of America,34.657994,-86.566103,Owned,Active,Retail,Bank Branch,3,each,0,6330,square-feet
R32,TERRITORY 32 Georgia - Alabama,U724,32,Lithonia,7231 Rockbridge Rd,,Lithonia,GA,30058-5918,Dekalb County,Dekalb dekalb Lithonia,United States of America,33.784383,-84.100823,Leased,Active,Retail,Bank Branch,6,each,0,4120,square-feet
R32,TERRITORY 32 Georgia - Alabama,U166,32,Lower Roswell,4895 Lower Roswell Rd,,Marietta,GA,30068-4335,Cobb County,Cobb cobb Marietta,United States of America,33.966258,-84.409248,Owned,Active,Retail,Bank Branch with Drive In,4,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,U707,32,Mableton,620 Fontaine Rd,,Mableton,GA,30126-2312,Cobb County,Cobb cobb Mableton,United States of America,33.822761,-84.573147,Owned,Active,Retail,Bank Branch,11,each,0,7419,square-feet
R32,TERRITORY 32 Georgia - Alabama,U167,32,Marietta Parkway,50 S Marietta Pkwy SW,,Marietta,GA,30064-3287,Cobb County,City of Marietta,United States of America,33.950104,-84.552094,Owned,Active,Retail,Bank Branch with Drive In,16,each,0,2859,square-feet
R32,TERRITORY 32 Georgia - Alabama,U713,32,Marietta Square,31 Atlanta St SE,Suite 202,Marietta,GA,30060-1977,Cobb County,City of Marietta,United States of America,33.951216,-84.5486,Leased,Active,Retail,Bank Branch,3,each,0,2094,square-feet
R32,TERRITORY 32 Georgia - Alabama,A091,32,Marietta-Roswell & Robinson Rd ATM6,2146 Roswell Rd,,Marietta,GA,30062-3802,Cobb County,City of Marietta,United States of America,33.9682,-84.4895,Groundlease,Active,ATM,ATM,0,each,0,200,square-feet
R32,TERRITORY 32 Georgia - Alabama,U139,32,Market Place - Alpharetta GA,6197 Windward Pkwy,,Alpharetta,GA,30005-4187,Fulton County,City of Alpharetta,United States of America,34.094271,-84.237808,Owned,Active,Retail,Bank Branch with Drive In,4,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,U757,32,McDonough,210 Jonesboro Rd,,McDonough,GA,30253-3720,Henry County,City of McDonough,United States of America,33.453956,-84.167157,Leased,Active,Retail,Bank Branch,6,each,0,4639,square-feet
R32,TERRITORY 32 Georgia - Alabama,K759,32,McGregor Square,3920 Airport Blvd,,Mobile,AL,36608-2207,Mobile County,City of Mobile,United States of America,30.676591,-88.145136,Owned,Active,Retail,Bank Branch,5,each,0,4928,square-feet
R32,TERRITORY 32 Georgia - Alabama,K797,32,Meadowbrook - Birmingham,2000 Meadow Lake Dr,,Birmingham,AL,35242-5394,Jefferson County,City of Birmingham,United States of America,33.418749,-86.67865,Owned,Active,Retail,Bank Branch,7,each,0,4051,square-feet
R32,TERRITORY 32 Georgia - Alabama,K749,32,Meridianville,12310 US 231,,Meridianville,AL,35759-1208,Madison County,City of Meridianville,United States of America,34.871657,-86.570692,Owned,Active,Retail,Bank Branch,4,each,0,4512,square-feet
R32,TERRITORY 32 Georgia - Alabama,K718,32,Millbrook,3725 Highway 14,,Millbrook,AL,36054-1905,Autauga County,City of Millbrook,United States of America,32.517838,-86.375146,Owned,Active,Retail,Bank Branch,5,each,0,3463,square-feet
R32,TERRITORY 32 Georgia - Alabama,U759,32,Montezuma - N. Dooly,115 N Dooly St,,Montezuma,GA,31063-1507,Macon County,City of Montezuma,United States of America,32.301745,-84.029858,Owned,Active,Retail,Bank Branch,8,each,0,6142,square-feet
R32,TERRITORY 32 Georgia - Alabama,K792,32,Moody Parkway,2301 Moody Pkwy,,Moody,AL,35004-3012,Saint Clair County,City of Moody,United States of America,33.572523,-86.51867,Owned,Active,Retail,Bank Branch,5,each,0,6706,square-feet
R32,TERRITORY 32 Georgia - Alabama,U702,32,Morrow,1585 Southlake Pkwy,,Morrow,GA,30260-3060,Clayton County,City of Morrow,United States of America,33.572043,-84.338417,Owned,Active,Retail,Bank Branch,12,each,0,14800,square-feet
R32,TERRITORY 32 Georgia - Alabama,K724,32,Mountain Brook,2407 Canterbury Rd,,Birmingham,AL,35223-2309,Jefferson County,City of Birmingham,United States of America,33.483403,-86.772924,Leased,Active,Retail,Bank Branch,5,each,0,2400,square-feet
R32,TERRITORY 32 Georgia - Alabama,U169,32,New Macland Road,3720 New Macland Rd,,Powder Springs,GA,30127-1967,Cobb County,City powder Powder Springs,United States of America,33.863113,-84.675871,Owned,Active,Retail,Bank Branch with Drive In,4,each,0,2300,square-feet
R32,TERRITORY 32 Georgia - Alabama,U716,32,Newnan,2904 Sharpsburg McCullum Rd,,Newnan,GA,30265-1800,Coweta County,Coweta coweta Newnan,United States of America,33.409095,-84.683149,Leased,Active,Retail,Bank Branch,8,each,0,4128,square-feet
R32,TERRITORY 32 Georgia - Alabama,U168,32,Norcross Peachtree,4875 Peachtree Industrial Blvd,,Norcross,GA,30092-3024,Gwinnett County,City peachtree Norcross,United States of America,33.968562,-84.194673,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,K747,32,North Madision,7930 Highway 72 W,,Madison,AL,35758-9560,Madison County,City of Madison,United States of America,34.752879,-86.746712,Owned,Active,Retail,Bank Branch,9,each,0,4570,square-feet
R32,TERRITORY 32 Georgia - Alabama,K793,32,North Martin Street,308 Martin St N,,Pell City,AL,35127-1727,Saint Clair County,City of Pell City,United States of America,33.590858,-86.281797,Owned,Active,Retail,Bank Branch,5,each,0,17480,square-feet
R32,TERRITORY 32 Georgia - Alabama,U718,32,Northlake Atlanta,4855 Briarcliff Rd,,Atlanta,GA,30345-2701,Fulton County,Dekalb dekalb Atlanta,United States of America,33.847597,-84.2555,Leased,Active,Retail,Bank Branch,5,each,0,3800,square-feet
R32,TERRITORY 32 Georgia - Alabama,K806,32,Northport - McFarland Blvd,3076 McFarland Blvd,,Northport,AL,35476-3118,Tuscaloosa County,City of Northport,United States of America,33.240927,-87.587226,Leased,Active,Retail,Bank Branch,9,each,0,3020,square-feet
R32,TERRITORY 32 Georgia - Alabama,K775,32,Oak Plaza - Mobile,7800 Moffat Rd,,Semmes,AL,36575-5410,Mobile County,City of Semmes,United States of America,30.763301,-88.226027,Leased,Active,Retail,Bank Branch,7,each,0,3707,square-feet
R32,TERRITORY 32 Georgia - Alabama,UEAA,32,Old Alabama Road,3290 Old Alabama Rd,,Alpharetta,GA,30022,Fulton County,Johns Creek,United States of America,34.0211,-84.2643,Groundlease,Active,Retail,Bank Branch with Drive In,4,each,0,2412,square-feet
R32,TERRITORY 32 Georgia - Alabama,U159,32,Old Norcross - Lawrenceville,4780 Sugarloaf Pkwy,,Lawrenceville,GA,30044-6985,Gwinnett County,Gwinnett gwinnett Lawrenceville,United States of America,33.952571,-84.051002,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,K713,32,Orange Beach - Orange Beach Blvd,25405 Perdido Beach Blvd,,Orange Beach,AL,36561-3193,Baldwin County,City orange Orange Beach,United States of America,30.269707,-87.591864,Owned,Active,Retail,Bank Branch,3,each,0,3535,square-feet
R32,TERRITORY 32 Georgia - Alabama,U746,32,Palmetto,9115 Roosevelt Hwy,,Palmetto,GA,30268-1849,Fulton County,City of Palmetto,United States of America,33.529432,-84.65888,Owned,Active,Retail,Bank Branch,7,each,0,2960,square-feet
R32,TERRITORY 32 Georgia - Alabama,K725,32,Parkway - Birmingham,9648 Parkway E,,Birmingham,AL,35215-7802,Jefferson County,City of Birmingham,United States of America,33.599486,-86.693273,Leased,Active,Retail,Bank Branch,4,each,0,2666,square-feet
R32,TERRITORY 32 Georgia - Alabama,U172,32,Peachtree Industrial,1001 Peachtree Industrial Blvd,,Suwanee,GA,30024-1919,Gwinnett County,City of Suwanee,United States of America,34.052202,-84.089134,Owned,Active,Retail,Bank Branch with Drive In,7,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,U177,32,Peachtree Pkwy,2605 Peachtree Pkwy,,Suwanee,GA,30024-1048,Gwinnett County,Forsyth forsyth Suwanee,United States of America,34.095581,-84.175789,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,K798,32,Pelham Parkway,3000 Pelham Pkwy,,Pelham,AL,35124-2020,Shelby County,City of Pelham,United States of America,33.296479,-86.811639,Owned,Active,Retail,Bank Branch,6,each,0,8728,square-feet
R32,TERRITORY 32 Georgia - Alabama,U719,32,Perimeter Center,125 Perimeter Ctr W,,Atlanta,GA,30346-1223,Fulton County,City of Atlanta,United States of America,33.927622,-84.34413,Leased,Active,Retail,Bank Branch,3,each,0,4128,square-feet
R32,TERRITORY 32 Georgia - Alabama,U742,32,Pharr Road,293 Pharr Road NE,,Atlanta,GA,30305-2225,Fulton County,City of Atlanta,United States of America,33.836718,-84.378153,Leased,Active,Retail,Bank Branch,9,each,0,8766,square-feet
R32,TERRITORY 32 Georgia - Alabama,U145,32,Piedmont Rd - Atlanta,2450 Piedmont Rd NE,Suite 190,Atlanta,GA,30324-3398,Fulton County,City of Atlanta,United States of America,33.82207,-84.367559,Leased,Active,Retail,Bank Branch with Drive In,5,each,0,3140,square-feet
R32,TERRITORY 32 Georgia - Alabama,U741,32,Powers Ferry,5430 New Northside Dr,SUITE 100,Atlanta,GA,30339-7423,Fulton County,City sandy Atlanta,United States of America,33.906901,-84.429476,Owned,Active,Retail,Bank Branch,4,each,0,5864,square-feet
R32,TERRITORY 32 Georgia - Alabama,U743,32,Prado,5640 Roswell Rd,,Atlanta,GA,30342-1102,Fulton County,City sandy Atlanta,United States of America,33.90895,-84.378749,Leased,Active,Retail,Bank Branch,8,each,0,4128,square-feet
R32,TERRITORY 32 Georgia - Alabama,K696,32,Prattville,1882 E Main St,,Prattville,AL,36066-5500,Autauga County,City of Prattville,United States of America,32.460018,-86.418651,Owned,Active,Retail,Bank Branch,8,each,0,3980,square-feet
R32,TERRITORY 32 Georgia - Alabama,U147,32,Reynolds Crossing,3750 Old Norcross Rd,,Duluth,GA,30096-4773,Gwinnett County,Gwinnett gwinnett Duluth,United States of America,33.962135,-84.142372,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,3636,square-feet
R32,TERRITORY 32 Georgia - Alabama,K714,32,Robertsdale - Milwaukee St,22516 State Highway 59 S,,Robertsdale,AL,36567-6828,Baldwin County,City of Robertsdale,United States of America,30.552567,-87.709437,Owned,Active,Retail,Bank Branch,6,each,0,10170,square-feet
R32,TERRITORY 32 Georgia - Alabama,U170,32,Roswell,675 Holcomb Bridge Rd,,Roswell,GA,30076-1511,Fulton County,City of Roswell,United States of America,34.032953,-84.341478,Owned,Active,Retail,Bank Branch with Drive In,3,each,0,3616,square-feet
R32,TERRITORY 32 Georgia - Alabama,URWR,32,Roswell 92 and King,855 Woodstock Rd,,Roswell,GA,30075-2247,Fulton County,City of Roswell,United States of America,34.06,-84.3839,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,3550,square-feet
R32,TERRITORY 32 Georgia - Alabama,U993,32,Sandy Plains - Shallowford Road,2981 Shallowford Rd,,Marietta,GA,30066-3032,Cobb County,City of Marietta,United States of America,34.036644,-84.463562,Groundlease,Active,Retail,Bank Branch with Drive In,5,each,0,2800,square-feet
R32,TERRITORY 32 Georgia - Alabama,K774,32,Saraland,34 Shelton Beach Rd,,Saraland,AL,36571-2403,Mobile County,City of Saraland,United States of America,30.823621,-88.073142,Owned,Active,Retail,Bank Branch,6,each,0,3600,square-feet
R32,TERRITORY 32 Georgia - Alabama,K762,32,Schillinger Road,7849 Cottage Hill Rd,,Mobile,AL,36695-4168,Mobile County,City of Mobile,United States of America,30.63964,-88.225718,Owned,Active,Retail,Bank Branch,8,each,0,3020,square-feet
R32,TERRITORY 32 Georgia - Alabama,K734,32,Second Avenue - Opelika,605 2nd Ave,,Opelika,AL,36801-4317,Lee County,City of Opelika,United States of America,32.651519,-85.379378,Owned,Active,Retail,Bank Branch,14,each,0,36104,square-feet
R32,TERRITORY 32 Georgia - Alabama,K708,32,Section Street,51 S Section St,,Fairhope,AL,36532-2213,Baldwin County,City of Fairhope,United States of America,30.521744,-87.902479,Leased,Active,Retail,Bank Branch,8,each,0,7889,square-feet
R32,TERRITORY 32 Georgia - Alabama,K717,32,Selma,9 Broad St,,Selma,AL,36701-4612,Dallas County,City of Selma,United States of America,32.4069,-87.0198,Owned,Active,Retail,Bank Branch,7,each,0,38104,square-feet
R32,TERRITORY 32 Georgia - Alabama,K717_PL,32,Selma Main - Parking,Hinton Alley & Lauderdale St,,Selma,AL,36701-4612,Dallas County,City of Selma,United States of America,32.406786,-87.020421,Leased,Active,Parking,Parking Lot,0,each,0,1,square-feet
R32,TERRITORY 32 Georgia - Alabama,K785,32,Sixth Avenue - Decatur,2004 6th Ave SE,,Decatur,AL,35601-6508,Limestone County,City of Decatur,United States of America,34.574793,-86.974156,Owned,Active,Retail,Bank Branch,5,each,0,1892,square-feet
R32,TERRITORY 32 Georgia - Alabama,K807,32,Skyland,719 Skyland Blvd E,,Tuscaloosa,AL,35405-4038,Tuscaloosa County,City of Tuscaloosa,United States of America,33.167807,-87.526924,Owned,Active,Retail,Bank Branch,5,each,0,5293,square-feet
R32,TERRITORY 32 Georgia - Alabama,K766,32,Skyline,3942 Government Blvd,,Mobile,AL,36693-4315,Mobile County,City of Mobile,United States of America,30.639959,-88.138872,Leased,Active,Retail,Bank Branch,6,each,0,3020,square-feet
R32,TERRITORY 32 Georgia - Alabama,U754,32,Snellville,2550 Odum St,,Snellville,GA,30078-6410,Gwinnett County,City of Snellville,United States of America,33.853766,-84.005791,Owned,Active,Retail,Bank Branch,6,each,0,3303,square-feet
R32,TERRITORY 32 Georgia - Alabama,K733,32,South College - Auburn,1605 S College St,,Auburn,AL,36832-6638,Lee County,City of Auburn,United States of America,32.577011,-85.498139,Owned,Active,Retail,Bank Branch,6,each,0,3345,square-feet
R32,TERRITORY 32 Georgia - Alabama,K814,32,Spanish Fort - Hwy 181,30500-A State Hwy 181,,Spanish Fort,AL,36527-5821,Baldwin County,City spanish Spanish Fort,United States of America,30.668833,-87.852049,Owned,Active,Retail,Bank Branch,9,each,0,5520,square-feet
R32,TERRITORY 32 Georgia - Alabama,A092,32,Sprayberry ATM - #9,2550 Sandy Plains Rd,,Marietta,GA,30066-5700,Cobb County,Cobb cobb Marietta,United States of America,34.0117,-84.4935,Groundlease,Active,ATM,ATM,0,each,0,80,square-feet
R32,TERRITORY 32 Georgia - Alabama,K767,32,Spring Hill,4357 Old Shell Rd,,Mobile,AL,36608-2010,Mobile County,City of Mobile,United States of America,30.697385,-88.142107,Leased,Active,Retail,Bank Branch,5,each,0,4380,square-feet
R32,TERRITORY 32 Georgia - Alabama,K794,32,Springville - Hwy 11,6384 US Highway 11,,Springville,AL,35146-4063,Saint Clair County,City of Springville,United States of America,33.774608,-86.472568,Owned,Active,Retail,Bank Branch,6,each,0,2700,square-feet
R32,TERRITORY 32 Georgia - Alabama,U758,32,Stockbridge,410 Country Club Dr,,Stockbridge,GA,30281-7341,Henry County,City of Stockbridge,United States of America,33.510441,-84.218329,Leased,Active,Retail,Bank Branch,5,each,0,4120,square-feet
R32,TERRITORY 32 Georgia - Alabama,U158,32,Surgarloaf Pkwy - Lawrenceville,3319 Sugarloaf Pkwy,,Lawrenceville,GA,30044-5483,Gwinnett County,City of Lawrenceville,United States of America,33.921037,-84.016005,Owned,Active,Retail,Bank Branch with Drive In,5,each,0,3636,square-feet
R32,TERRITORY 32 Georgia - Alabama,K801,32,Talladega - East Battle,409 E Battle St,,Talladega,AL,35160-2423,Talladega County,City of Talladega,United States of America,33.435676,-86.095791,Owned,Active,Retail,Bank Branch,8,each,0,8900,square-feet
R32,TERRITORY 32 Georgia - Alabama,K784,32,Taylor Rd.,2710 Taylor Rd,,Montgomery,AL,36117-4794,Montgomery County,City of Montgomery,United States of America,32.34025,-86.180081,Owned,Active,Retail,Bank Branch,7,each,0,4928,square-feet
R32,TERRITORY 32 Georgia - Alabama,K735,32,Tiger Town,2426 Enterprise Dr,,Opelika,AL,36801-1510,Lee County,City of Opelika,United States of America,32.621679,-85.409526,Owned,Active,Retail,Bank Branch,3,each,0,4952,square-feet
R32,TERRITORY 32 Georgia - Alabama,K771,32,Tillman's Corner,5351 Highway 90 W,,Mobile,AL,36619-4205,Mobile County,City of Mobile,United States of America,30.594247,-88.168199,Owned,Active,Retail,Bank Branch,11,each,0,4785,square-feet
R32,TERRITORY 32 Georgia - Alabama,K772,32,Toulminville,2326 St Stephens Rd,,Mobile,AL,36617-3615,Mobile County,City of Mobile,United States of America,30.719073,-88.083856,Owned,Active,Retail,Bank Branch,6,each,0,3447,square-feet
R32,TERRITORY 32 Georgia - Alabama,U732,32,Tramell Road,1640 Buford Hwy,,Cumming,GA,30041-6585,Forsyth County,Forsyth forsyth Cumming,United States of America,34.162857,-84.118356,Leased,Active,Retail,Bank Branch,4,each,0,3469,square-feet
R32,TERRITORY 32 Georgia - Alabama,U725,32,Tucker,2355 Main St,,Tucker,GA,30084-4476,Dekalb County,Dekalb dekalb Tucker,United States of America,33.854227,-84.213816,Owned,Active,Retail,Bank Branch,19,each,74,25150.92,square-feet
R32,TERRITORY 32 Georgia - Alabama,K810,32,Tuscaloosa University,331 University Blvd,,Tuscaloosa,AL,35401-1223,Tuscaloosa County,City of Tuscaloosa,United States of America,33.208483,-87.540103,Leased,Active,Retail,Bank Branch,4,each,0,1683,square-feet
R32,TERRITORY 32 Georgia - Alabama,K740_SGN,32,Tuskegee W Rosa Parks Ave - Signage,102 W Rosa Parks Ave,Equipment,Tuskegee,AL,36083-1707,Macon County,City of Tuskegee,United States of America,32.422273,-85.694847,Leased,Active,Other,Sign Only,0,each,0,1,square-feet
R32,TERRITORY 32 Georgia - Alabama,K726,32,Tutwiler Farm,3501 Roosevelt Blvd,,Trussville,AL,35235-3188,Jefferson County,City of Trussville,United States of America,33.541206,-86.564043,Leased,Active,Retail,Bank Branch,10,each,0,8921,square-feet
R32,TERRITORY 32 Georgia - Alabama,U747,32,Union City,4650 Jonesboro Rd,,Union City,GA,30291-2065,Fulton County,City union Union City,United States of America,33.56879,-84.541298,Owned,Active,Retail,Bank Branch,10,each,0,6506,square-feet
R32,TERRITORY 32 Georgia - Alabama,K743,32,University Drive,1470 Perimeter Pkwy NW,,Huntsville,AL,35806-3564,Madison County,City of Huntsville,United States of America,34.744046,-86.673763,Owned,Active,Retail,Bank Branch,7,each,0,3820,square-feet
R32,TERRITORY 32 Georgia - Alabama,U727,32,Vienna - West Union,100 W Union St,,Vienna,GA,31092-1055,Dooly County,City of Vienna,United States of America,32.091444,-83.796309,Owned,Active,Retail,Bank Branch,9,each,0,10502,square-feet
R32,TERRITORY 32 Georgia - Alabama,U712,32,West Cobb,3685 Dallas Hwy,,Marietta,GA,30064-1615,Cobb County,Cobb cobb Marietta,United States of America,33.951995,-84.661177,Leased,Active,Retail,Bank Branch,6,each,0,4128,square-feet
R32,TERRITORY 32 Georgia - Alabama,U175,32,West Main - Snellville,2775 Main St W,,Snellville,GA,30078-3159,Gwinnett County,City of Snellville,United States of America,33.855417,-84.027768,Owned,Active,Retail,Bank Branch with Drive In,3,each,0,4300,square-feet
R32,TERRITORY 32 Georgia - Alabama,K740,32,West Rosa Parks Avenue,102 W Rosa Parks Ave,,Tuskegee,AL,36083-1707,Macon County,City of Tuskegee,United States of America,32.422273,-85.694847,Owned,Active,Retail,Bank Branch,12,each,0,21971,square-feet
R32,TERRITORY 32 Georgia - Alabama,K719,32,Wetumpka Main,743 S Main St,,Wetumpka,AL,36092-2814,Elmore County,City of Wetumpka,United States of America,32.528197,-86.206473,Owned,Active,Retail,Bank Branch,5,each,0,8774,square-feet
R32,TERRITORY 32 Georgia - Alabama,K744,32,Whitesburg Drive,2204 Whitesburg Dr S,,Huntsville,AL,35801-4546,Madison County,City of Huntsville,United States of America,34.717125,-86.578139,Leased,Active,Retail,Bank Branch,6,each,0,12357,square-feet
R32,TERRITORY 32 Georgia - Alabama,U736,32,Windward Parkway,12885 Highway 9 N,,Alpharetta,GA,30004-3654,Fulton County,City of Alpharetta,United States of America,34.094939,-84.275745,Leased,Active,Retail,Bank Branch,5,each,0,4128,square-feet
